Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,, Manpower
5786,119.77,84,36,46,43,32.18,63.53,24.06,0.3,166
5787,110.19,84,36,46,44,31.95,60.24,17.99,0.15,166
5788,127.55,83,36,46,43,31.98,73.85,21.72,0.21,165
5789,123.97,84,36,47,44,32.03,70.31,21.62,0.35,167
5790,110.45,84,36,47,44,32.08,60.78,17.59,0.33,167
5791,111.52,84,36,47,44,32.1,61.73,17.69,0.48,167
5792,107.97,85,36,47,44,32.1,57.05,18.83,0.2,168
5793,123.56,85,36,47,44,32.12,65.22,26.22,0.18,168
5794,115.02,83,36,47,44,32.33,60.24,22.45,0.35,166
5795,148.15,83,36,47,43,32.07,67.5,48.58,0.29,166
5796,125.54,84,36,47,43,32.06,75.08,18.41,0.32,167
5797,120.03,83,37,47,44,32.13,67.53,20.37,0.65,167
5798,128.78,83,37,46,43,32.04,72.76,23.99,0.46,166
5799,116.29,83,37,46,43,32.3,63.57,20.42,0.68,166
5800,125.69,84,37,47,44,32.31,76.19,17.19,0.38,168
5801,126.78,84,37,47,44,32.29,72.75,21.74,0.44,168
5802,162.32,83,37,47,43,32.19,70.79,59.33,0.47,167
5803,139.61,83,37,46,44,32.42,60.2,46.99,0.37,166
5804,118.86,84,37,46,44,32.3,63.5,23.07,0.48,167
5805,122.19,83,36,46,43,32.4,65.36,24.43,0.22,165
5806,125.96,83,36,46,44,32.4,71.99,21.56,0.31,165
5807,133.16,83,36,46,43,32.38,70.22,30.55,0.43,165
5808,155.16,83,36,46,43,32.37,70.29,52.5,0.31,165
5809,113.37,83,36,46,43,32.41,59.2,21.76,0.13,165
5810,123.78,83,36,46,44,32.35,63.96,27.47,0.47,165
5811,129.15,84,36,46,44,32.59,73.58,22.98,0.45,166
5812,165.8,83,36,46,44,32.44,69.27,64.09,0.34,165
5813,122.68,84,36,46,44,32.43,67.46,22.79,0.27,166
5814,119.46,83,36,46,44,32.46,58.84,28.16,0.46,165
5815,133.53,83,36,46,44,32.57,65.51,35.45,0.3,165
5816,130.62,83,36,46,44,32.44,74.73,23.44,0.39,165
5817,109.98,83,36,46,44,32.4,55.79,21.79,0.48,165
5818,130.66,83,36,46,43,32.31,72.9,25.45,0.65,165
5819,126.99,84,36,46,43,32.35,71.73,22.91,0.35,166
5820,122.61,84,36,46,43,32.29,68.43,21.89,0.31,166
5821,128.27,83,36,46,43,32.31,74.2,21.75,0.77,165
5822,141.47,83,36,46,43,32.31,60.35,48.8,0.09,165
5823,130.94,84,36,46,43,32.19,72.33,26.41,0.29,166
5824,134.5,84,36,46,43,32.2,71.7,30.61,0.53,166
5825,118.25,84,36,46,43,32.25,63.16,22.84,0.17,166
5826,123.43,83,36,46,43,32.26,70.46,20.71,0.34,165
5827,154.23,83,36,46,43,32.16,63.49,58.58,0.55,165
5828,119.82,84,36,46,43,32.31,65.78,21.72,0.12,166
5829,113.6,83,36,46,43,32.37,60.85,20.38,0.32,165
5830,118.93,83,36,46,43,32.36,61.31,25.26,0.25,165
5831,129.49,84,36,46,43,32.49,74.46,22.55,0.44,166
5832,145.67,84,36,46,43,32.43,52.44,60.8,0.67,166
5833,106.99,84,36,46,43,32.49,53.19,21.3,0.1,166
5834,130.06,84,36,46,43,32.56,76.38,21.12,0.29,166
5835,103.66,84,36,46,43,32.49,45.95,25.22,0.3,166
5836,114.35,82,36,46,43,32.78,58.91,22.66,0.38,164
5837,122.22,82,36,46,43,32.54,65.26,24.41,0.27,164
5838,127.51,82,36,46,43,32.75,70.24,24.52,0.23,164
5839,119.82,83,36,46,43,32.72,53.62,33.47,0.33,165
5840,118.36,83,36,46,43,32.51,64.42,21.44,0.39,165
5841,171.6,84,36,46,43,32.72,71.08,67.81,0.33,166
5842,129.68,84,36,46,43,32.62,65.91,31.15,0.27,166
5843,131.76,84,36,47,43,32.58,73.11,26.07,0.31,167
5844,171.84,83,36,46,44,32.39,63.59,75.85,0.71,165
5845,156.72,83,36,46,43,32.39,67.58,56.75,0.24,165
5846,128.99,83,36,46,43,32.41,70.64,25.94,0.09,165
5847,128.22,83,36,46,43,32.43,72.81,22.99,0.35,165
5848,106.92,82,36,46,43,32.34,54.12,20.46,0.29,164
5849,117.2,82,36,46,43,32.45,63.58,21.17,0.51,164
5850,115.23,83,36,46,44,32.3,59.82,23.11,0.45,165
5851,126.24,83,36,46,43,32.37,69.97,23.9,0.51,165
5852,143.89,84,36,46,43,32.24,58.46,53.2,0.41,166
5853,135.12,84,36,46,43,32.13,71.08,31.91,0.26,166
5854,121.64,83,36,46,43,32.23,66.41,23,0.56,165
5855,118.64,84,36,47,43,32.3,61.84,24.5,0.44,167
5856,108.68,84,36,47,44,32.29,56.8,19.59,0.15,167
5857,154.75,84,36,47,44,32.23,54.05,68.47,0.16,167
5858,121.4,84,36,46,43,32.35,66.39,22.67,0.54,166
5859,163.66,83,36,46,44,32.35,64.79,66.52,0.46,165
5860,131.46,83,36,47,43,32.31,68.59,30.56,0.48,166
5861,134.18,84,36,47,43,32.17,68.34,33.68,0.27,167
5862,119.28,83,36,47,44,32.36,60.16,26.76,0.24,166
5863,111.29,84,36,47,43,32.3,57.18,21.81,0.48,167
5864,110.77,84,35,47,43,32.41,59.8,18.56,0.28,166
5865,131.76,84,35,47,43,32.31,73.62,25.83,0.61,166
5866,116.89,84,36,46,43,32.42,60.62,23.84,0.34,166
5867,162.99,84,36,46,43,32.45,73.98,56.56,0.21,166
5868,107.04,84,36,46,43,32.3,47.17,27.57,0.24,166
5869,115.76,83,36,47,43,32.46,62.91,20.38,0.4,166
5870,113.59,82,36,46,43,32.47,56.93,24.2,0.47,164
5871,126.85,83,35,46,43,32.46,74.19,20.2,0.48,164
5872,141.89,82,35,46,43,32.46,53.63,55.8,0.28,163
5873,151.82,82,35,46,43,32.4,63.48,55.94,0.37,163
5874,171.92,82,35,46,43,32.48,69.35,70.08,0.08,163
5875,119.75,82,35,46,43,32.37,66.2,21.18,0.23,163
5876,123.16,82,36,46,43,32.37,67.16,23.63,0.32,164
5877,126.13,83,36,46,43,33.42,68.39,24.32,0.74,165
5878,144.39,83,36,46,44,32.23,58.76,53.4,0.41,165
5879,119.87,84,35,46,43,32.36,65.88,21.63,0.45,165
5880,123.49,84,36,46,43,32.07,60.07,31.36,0.72,166
5881,117.77,83,36,46,43,32.16,64.69,20.92,0.35,165
5882,105.64,84,36,46,44,32.26,51.15,22.22,0.7,166
5883,155.63,84,36,46,44,32.26,72.71,50.66,0.24,166
5884,113.19,83,36,46,44,32.29,64.84,16.05,0.33,165
5885,125.96,85,36,46,44,32.24,73.73,19.99,0.3,167
5886,110.73,85,36,46,43,32.29,59.16,19.28,0.37,167
5887,145.81,86,36,46,43,32.21,58.84,54.75,0.65,168
5888,112.79,85,36,46,44,32.19,58.98,21.61,0.22,167
5889,114.53,85,36,46,44,32.2,61.15,21.17,0.16,167
5890,146.42,85,36,46,44,32.21,72.28,41.93,0.19,167
5891,113.45,83,36,46,43,32.56,58.42,22.46,0.62,165
5892,126.35,83,36,46,44,32.22,62.58,31.54,0.36,165
5893,132.62,83,36,46,44,32.35,76.18,24.09,0.16,165
5894,136.18,83,36,46,44,32.69,78.29,25.2,0.13,165
5895,143.86,83,35,46,44,32.37,56.69,54.81,0.24,164
5896,128.34,84,36,46,43,32.38,74.04,21.92,0.54,166
5897,115.35,82,35,47,44,32.38,61.26,21.71,0.5,164
5898,111.01,83,36,47,43,32.62,56.26,22.13,0.39,166
5899,161.42,83,35,47,43,32.32,76.37,52.74,0.43,165
5900,144.33,83,35,46,43,32.37,67.11,44.85,0.33,164
5901,112.1,83,36,47,43,32.12,59.88,20.11,0.47,166
5902,117.36,83,36,47,43,32.13,61.98,23.26,0.27,166
5903,119.89,83,36,47,42,32.16,65.6,22.14,0.28,166
5904,165.21,83,36,46,43,32.2,68.06,64.95,0.48,165
5905,121.65,82,36,47,43,32.04,56.11,33.51,0.5,165
5906,114.94,85,36,46,44,32.06,53.31,29.56,0.45,167
5907,104.4,84,36,47,43,32.03,52.97,19.4,0.21,167
5908,116.24,83,36,47,44,32.13,59.94,24.17,0.21,166
5909,112.52,85,36,47,44,32.1,55.95,24.47,0.4,168
5910,148.25,84,36,47,43,32.14,55.65,60.46,0.43,167
5911,109.5,83,35,47,43,32.18,55.99,21.33,0.4,165
5912,119.95,84,35,47,43,32.25,66.96,20.74,0.41,166
5913,120.29,83,36,47,43,32.1,66.07,22.11,0.13,166
5914,111.04,84,36,47,43,32.14,59.92,18.99,0.21,167
5915,119.8,83,36,47,43,32.06,56.75,30.99,0.16,166
5916,139.49,83,36,47,43,31.99,56.59,50.92,0.17,166
5917,101.1,83,36,47,43,31.78,45.01,24.3,0.28,166
5918,145.97,82,36,47,42,31.86,58.14,55.96,0.39,165
5919,110.62,82,36,47,42,31.92,60.83,17.87,0.11,165
5920,153.06,83,36,47,43,32.03,57.04,63.99,0.36,166
5921,119.96,83,36,47,43,32.08,68,19.88,0.48,166
5922,113.84,82,36,47,43,32.26,60.57,21.01,0.61,165
5923,107.44,83,36,47,43,32.04,56.04,19.35,0.36,166
5924,127.79,83,36,47,43,32.15,64.01,31.63,0.29,166
5925,118.37,81,36,47,43,32.29,65.25,20.84,0.43,164
5926,110.62,81,36,47,43,32.29,58.18,20.15,0.19,164
5927,102.58,81,36,47,43,32.12,50.25,20.21,0.22,164
5928,114.91,81,35,47,43,32.07,61.7,21.14,0.53,163
5929,122.64,81,35,47,42,32.07,62.61,27.97,0.29,163
5930,115.46,82,36,47,43,31.95,58.94,24.56,0.31,165
5931,115.35,82,36,47,43,32,61.07,22.28,0.44,165
5932,111.84,81,36,47,43,32.59,55.79,23.46,0.41,164
5933,121.51,81,36,47,43,32.48,59.98,29.04,0.19,164
5934,160.09,81,36,47,43,32.62,57.87,69.6,0.44,164
5935,118.85,81,36,47,43,32.31,65.93,20.61,0.48,164
5936,106.69,82,36,47,43,32.61,52.22,21.86,0.47,165
5937,162.28,81,36,47,43,32.43,66.77,63.08,0.35,164
5938,114.51,81,36,47,43,31.71,60.43,22.37,0.5,164
5939,123.74,81,36,47,43,32.02,70.99,20.74,0.24,164
5940,159.16,83,36,47,43,31.59,66.13,61.44,0.36,166
5941,124.72,81,36,47,43,32.17,63.43,29.11,0.35,164
5942,150.45,81,36,47,43,31.95,64.25,54.24,0.22,164
5943,123.57,81,36,47,43,32.21,66.56,24.8,0.16,164
5944,135.12,81,36,47,43,32.18,78.5,24.45,0.21,164
5945,169.79,81,36,47,43,32.24,66.72,70.83,0.14,164
5946,124.02,81,36,47,43,32.11,71.27,20.63,0.39,164
5947,129.77,81,36,47,43,32.11,65.79,31.87,0.13,164
5948,165.6,81,36,46,43,32.09,69.6,63.91,0.35,163
5949,130.85,81,36,46,43,32.08,74.04,24.72,0.19,163
5950,172.39,82,36,46,43,32.05,67.06,73.28,0.18,164
5951,165.92,81,36,46,42,32.09,70.11,63.73,0.5,163
5952,128.81,81,36,47,42,32.04,72.08,24.69,0.4,164
5953,124.69,81,36,46,42,32.07,59.14,33.49,0.09,163
5954,128.35,82,35,46,42,32.06,75.88,20.41,0.41,163
5955,117.62,82,36,46,42,32.15,65.87,19.6,0.23,164
5956,118.83,81,36,46,42,32.04,60.65,26.14,0.43,163
5957,130.49,82,36,47,42,32.12,75.09,23.28,0.26,165
5958,165.41,81,35,47,42,32.33,69.77,63.32,0.48,163
5959,122.97,82,35,47,42,32.13,64.47,26.38,0.15,164
5960,111.56,82,35,46,42,32.22,59.35,19.98,0.26,163
5961,119.89,82,36,46,42,32.04,65.79,22.06,0.18,164
5962,126.23,82,36,46,42,32.05,73.79,20.39,0.07,164
5963,112.33,81,36,47,42,32.22,59.1,21.01,0.4,164
5964,134.06,81,35,47,42,32.15,80.83,21.09,0.41,163
5965,147.58,82,35,47,42,32.06,49.48,66.04,0.24,164
5966,115.47,81,35,46,42,32.08,61.46,21.92,0.27,162
5967,122.38,82,35,46,42,32.1,68.42,21.86,0.16,163
5968,149.16,81,35,47,42,32.13,67.27,49.77,0.56,163
5969,126.2,82,36,47,42,32.28,75.45,18.47,0.54,165
5970,129.33,81,36,47,42,31.85,74.27,23.21,0.43,164
5971,117.79,81,36,46,42,32.2,64.2,21.4,0.7,163
5972,113.81,81,35,46,42,32.11,58.1,23.6,0.31,162
5973,149.66,81,36,46,42,32.23,65.47,51.97,0.45,163
5974,111.02,81,35,46,42,32.24,56.41,22.38,0.48,162
5975,153.03,81,35,46,42,32.22,62.11,58.69,0.31,162
5976,125.44,81,35,46,42,32.19,71.08,22.17,0.21,162
5977,113.17,81,35,46,42,32.34,58.2,22.63,0.14,162
5978,122.65,81,36,46,42,32.48,60.57,29.6,0.36,163
5979,100.06,81,36,46,42,32.4,49.42,18.24,0.34,163
5980,122.52,82,36,46,42,32.49,64.88,25.14,0.52,164
5981,122.51,82,36,46,42,32.47,64.68,25.37,0.08,164
5982,158.02,82,35,46,42,32.01,60.36,65.66,0.41,163
5983,114.6,82,35,46,42,32.08,62.42,20.09,0.32,163
5984,105.31,82,35,46,42,32.04,47.9,25.37,0.38,163
5985,119.61,81,35,46,42,32.63,61.86,25.12,0.49,162
5986,110.57,81,35,46,42,32.74,54.53,23.3,0.33,162
5987,151.63,82,35,47,42,32.8,48.74,70.1,0.5,164
5988,113.4,82,35,46,42,32.67,55.84,24.89,0.31,163
5989,157.94,81,35,46,42,32.65,57.32,67.97,0.18,162
5990,99.69,82,35,47,42,32.59,47.34,19.75,0.39,164
5991,109.79,82,35,46,42,32.53,54.32,22.94,0.23,163
5992,106.22,82,35,46,42,32.49,48.72,25.01,0.09,163
5993,103.05,81,36,47,42,32.79,46.63,23.63,0.43,164
5994,136.89,81,36,46,42,32.58,54.06,50.25,0.3,163
5995,131.47,81,36,47,42,32.78,76.25,22.45,0.35,164
5996,119.95,81,36,46,42,32.76,61.25,25.94,0.28,163
5997,120.6,81,36,47,42,32.79,65.27,22.54,0.36,164
5998,124.21,81,36,47,42,32.77,68.66,22.78,0.42,164
5999,114.85,80,35,47,42,32.36,61.69,20.8,0.35,162
6000,150.89,81,35,47,42,32.45,63.27,55.16,0.47,163
6001,114.22,80,35,47,42,32.46,59.25,22.51,0.42,162
6002,135.94,81,35,47,42,32.65,51.94,51.35,0.38,163
6003,119.75,81,35,47,42,32.83,64.08,22.84,0.29,163
6004,108.51,81,35,47,42,32.86,53.34,22.31,0.25,163
6005,173.08,81,35,47,42,32.9,65.11,75.08,0.35,163
6006,118.93,81,36,47,42,33.05,57.42,28.46,0.18,164
6007,119.3,81,35,47,42,32.81,66.48,20.01,0.38,163
6008,151.09,81,36,47,42,32.81,63.99,54.3,0.16,164
6009,111.72,81,36,47,42,32.72,59.59,19.41,0.26,164
6010,155.41,81,35,47,42,32.83,54.33,68.25,0.46,163
6011,120.64,81,35,47,43,32.84,60.25,27.55,0.35,163
6012,120.83,81,35,47,43,32.77,65.85,22.22,0.19,163
6013,121.7,81,35,47,43,32.78,66.05,22.87,0.62,163
6014,168.94,81,35,47,43,32.8,71.75,64.39,0.3,163
6015,107.69,81,35,47,42,32.65,55.47,19.57,0.5,163
6016,111.22,82,35,47,42,32.65,56.85,21.72,0.6,164
6017,118.78,81,35,47,42,32.75,65.95,20.08,0.32,163
6018,173.39,81,35,47,42,33.1,63.73,76.56,0.44,163
6019,115.46,81,35,47,42,32.92,61.4,21.15,0.36,163
6020,108.15,82,35,47,42,32.66,55.99,19.5,0.6,164
6021,120.59,82,35,47,42,32.77,64.99,22.83,0.23,164
6022,155.65,82,35,47,42,33.07,59.46,63.12,0.28,164
6023,130.47,83,35,46,42,33.17,76.1,21.2,0.56,164
6024,126.42,83,35,47,42,33.25,69.75,23.42,0.34,165
6025,114.26,82,35,47,42,33.15,54.84,26.27,0.62,164
6026,119.96,82,35,47,42,33.07,64.28,22.61,0.34,164
6027,117.49,82,35,47,42,33.11,63.18,21.19,0.24,164
6028,107.81,82,35,47,42,33.12,53.42,21.27,0.32,164
6029,108.66,83,35,47,42,33.21,52.46,22.98,0.28,165
6030,112.63,83,35,46,42,33.18,56.84,22.61,0.31,164
6031,113.97,84,35,47,42,32.56,59.87,21.54,0.52,166
6032,153.35,84,35,47,42,32.44,66.17,54.73,0.49,166
6033,116.24,84,35,47,42,32.56,61.54,22.14,0.33,166
6034,122.26,84,35,47,42,33.36,60.4,28.5,0.43,166
6035,132.48,83,35,47,42,33.13,76.58,22.77,0.28,165
6036,103.55,83,35,47,42,33.25,50.17,20.13,0.39,165
6037,150.42,83,35,47,42,33.13,66.37,50.92,0.35,165
6038,167.66,83,35,47,43,33.26,62.39,72.01,0.47,165
6039,112.4,83,35,47,43,33.73,57.49,21.18,0.25,165
6040,107.21,82,35,47,43,33.67,52.24,21.3,0.25,164
6041,103.85,81,35,47,43,33.78,45.7,24.37,0.26,163
6042,131.75,82,35,47,43,32.92,73.31,25.52,0.4,164
6043,147.77,82,35,47,43,33.79,63.48,50.5,0.49,164
6044,174.93,82,35,47,43,33.47,67.45,74.01,0.3,164
6045,160.18,82,35,47,43,33.53,54.49,72.16,0.34,164
6046,138.22,82,35,47,43,33.57,65.26,39.38,0.24,164
6047,129.59,82,35,47,43,33.49,73.62,22.47,0.18,164
6048,121.64,82,35,47,43,33.49,68.72,19.42,0.26,164
6049,130.15,82,35,47,43,33.48,73.46,23.21,0.05,164
6050,115.21,81,35,46,43,33.11,60.29,21.82,0.33,162
6051,159.35,81,35,46,42,33.07,63.36,62.92,0.24,162
6052,142.02,81,35,47,42,33.11,67.37,41.53,0.43,163
6053,115.79,80,35,47,42,33.12,58.7,23.98,0.66,162
6054,123.21,81,35,47,42,33.37,61.85,27.99,0.25,163
6055,117.78,81,35,46,42,33.21,61.5,23.07,0.3,162
6056,128.67,81,35,46,42,33.21,65.36,30.1,0.31,162
6057,129.51,80,35,46,42,33.23,72.93,23.34,0.28,161
6058,117.95,81,35,46,42,33.43,64.5,20.03,0.46,162
6059,110.88,81,35,46,42,33.47,57.39,20.02,0.34,162
6060,161.53,81,35,46,42,33.44,59.95,68.14,0.18,162
6061,149.4,81,35,46,42,33.6,52.41,63.39,0.44,162
6062,116.24,81,35,46,42,33.69,59.66,22.89,0.45,162
6063,110.99,81,35,46,42,33.63,59.59,17.77,0.09,162
6064,126.46,82,35,46,42,33.53,72.24,20.69,0.58,163
6065,113.52,82,35,46,42,33.63,61.06,18.83,0.52,163
6066,121.6,82,35,46,42,33.63,65.53,22.45,0.41,163
6067,116.23,82,35,46,42,33.51,64.38,18.34,0.47,163
6068,136.42,82,35,46,42,33.72,56.35,46.35,0.44,163
6069,158.7,82,35,46,42,33.53,70.45,54.71,0.41,163
6070,120.57,81,35,46,42,33.56,67.08,19.93,0.5,162
6071,114.25,81,35,46,42,33.73,58.93,21.59,0.45,162
6072,147.1,81,35,46,42,33.8,51.09,62.21,0.2,162
6073,159.33,81,35,46,42,33.84,79.51,45.98,0.09,162
6074,131.56,81,35,46,42,33.7,73.46,24.4,0.49,162
6075,116.82,81,35,46,42,32.98,58.36,25.48,0.43,162
6076,117.05,81,35,46,42,33.44,60.74,22.88,0.41,162
6077,110.47,81,35,46,42,33.5,54.87,22.1,0.21,162
6078,135.82,82,35,46,42,33.54,76.5,25.79,0.27,163
6079,113.19,81,35,46,42,33.59,59.81,19.79,0.15,162
